                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.79679,                 1.8335,                 1.0818,                 1.1283,                0.85817,                 0.8216,                 0.8603,                0.72304,                0.85967,                0.82499,                0.85999,                0.69738,                0.61718,                 1.0858,                 0.7086,                0.98976,                6.7e-05,                6.7e-05,                6.7e-05
                    102,                0.79173,                 1.8231,                  1.076,                 1.1276,                0.85916,                   0.82,                0.86007,                0.72286,                0.86058,                0.82505,                0.86046,                0.69758,                0.61772,                 1.0862,                0.70829,                0.99003,              6.667e-05,              6.667e-05,              6.667e-05
                    103,                0.79749,                 1.8273,                 1.0807,                 1.1289,                0.85926,                0.82005,                   0.86,                0.72249,                0.86011,                 0.8244,                0.86008,                0.69728,                0.61827,                 1.0866,                0.70843,                0.99049,              6.634e-05,              6.634e-05,              6.634e-05
                    104,                 0.7967,                 1.8377,                   1.08,                 1.1293,                0.85931,                0.82002,                0.86038,                0.72255,                0.86109,                0.82424,                0.86048,                0.69749,                0.61857,                 1.0868,                0.70812,                0.99061,              6.601e-05,              6.601e-05,              6.601e-05
                    105,                0.79656,                  1.831,                 1.0781,                 1.1281,                0.85943,                0.82092,                0.86035,                0.72245,                0.86124,                0.82527,                0.86079,                0.69779,                0.61899,                  1.088,                0.70747,                0.99084,              6.568e-05,              6.568e-05,              6.568e-05
                    106,                 0.7937,                 1.8181,                 1.0717,                 1.1281,                0.85996,                0.82075,                0.86039,                 0.7225,                 0.8621,                0.82472,                 0.8608,                0.69779,                0.61938,                 1.0881,                0.70725,                0.99133,              6.535e-05,              6.535e-05,              6.535e-05
                    107,                 0.7926,                 1.8265,                  1.069,                 1.1264,                0.86019,                0.82034,                0.86069,                0.72271,                0.86218,                 0.8242,                0.86092,                0.69826,                0.61933,                 1.0886,                0.70669,                 0.9914,              6.502e-05,              6.502e-05,              6.502e-05
                    108,                0.78642,                 1.8125,                 1.0647,                 1.1236,                0.86134,                0.82043,                0.86062,                0.72262,                0.86244,                0.82445,                0.86096,                0.69819,                0.61947,                 1.0889,                0.70628,                0.99174,              6.469e-05,              6.469e-05,              6.469e-05
                    109,                0.79117,                 1.8161,                 1.0674,                 1.1257,                0.86101,                0.82088,                0.86045,                0.72284,                0.86248,                0.82438,                0.86067,                0.69782,                0.61999,                 1.0901,                0.70595,                0.99246,              6.436e-05,              6.436e-05,              6.436e-05
                    110,                 0.7935,                 1.8254,                 1.0703,                 1.1268,                0.86234,                0.82062,                0.86018,                0.72315,                  0.863,                0.82438,                0.86069,                0.69755,                0.61982,                 1.0906,                0.70547,                0.99242,              6.403e-05,              6.403e-05,              6.403e-05
                    111,                0.79216,                 1.8205,                 1.0677,                  1.127,                0.86185,                0.82086,                0.86033,                0.72308,                0.86234,                0.82467,                0.86059,                0.69782,                0.62008,                 1.0913,                0.70517,                0.99265,               6.37e-05,               6.37e-05,               6.37e-05
                    112,                0.78667,                 1.8083,                 1.0592,                 1.1231,                0.86159,                 0.8207,                0.86004,                0.72327,                0.86172,                0.82504,                0.86052,                0.69754,                0.61991,                 1.0919,                0.70476,                 0.9926,              6.337e-05,              6.337e-05,              6.337e-05
                    113,                0.78831,                 1.8242,                 1.0622,                 1.1237,                0.86397,                0.81988,                0.86038,                0.72323,                0.86389,                0.82402,                0.86091,                0.69767,                0.62009,                 1.0919,                0.70454,                0.99281,              6.304e-05,              6.304e-05,              6.304e-05
                    114,                0.78618,                 1.8069,                 1.0574,                 1.1216,                0.86308,                0.82059,                0.86037,                0.72303,                0.86333,                 0.8246,                0.86083,                0.69763,                0.62047,                 1.0924,                0.70427,                0.99322,              6.271e-05,              6.271e-05,              6.271e-05
                    115,                0.78784,                  1.814,                 1.0567,                 1.1226,                0.86225,                 0.8215,                0.86049,                0.72342,                0.86304,                0.82489,                0.86086,                0.69772,                0.62031,                 1.0922,                0.70404,                0.99325,              6.238e-05,              6.238e-05,              6.238e-05
                    116,                 0.7906,                  1.828,                 1.0639,                 1.1256,                0.86235,                0.82177,                 0.8607,                0.72354,                0.86326,                0.82571,                0.86114,                0.69765,                0.62028,                  1.093,                0.70412,                0.99317,              6.205e-05,              6.205e-05,              6.205e-05
                    117,                0.78743,                 1.8129,                 1.0622,                 1.1234,                0.86305,                0.82209,                0.86093,                0.72355,                0.86398,                0.82567,                0.86114,                0.69771,                0.62029,                 1.0925,                0.70381,                0.99326,              6.172e-05,              6.172e-05,              6.172e-05
                    118,                0.78548,                 1.8108,                 1.0573,                 1.1214,                0.86238,                0.82247,                0.86077,                0.72344,                0.86378,                0.82602,                0.86077,                0.69734,                0.62101,                 1.0932,                0.70399,                0.99394,              6.139e-05,              6.139e-05,              6.139e-05
                    119,                0.78675,                 1.8092,                 1.0605,                 1.1233,                0.86247,                0.82255,                0.86077,                0.72373,                0.86461,                0.82582,                0.86106,                0.69738,                0.62127,                  1.094,                0.70418,                0.99407,              6.106e-05,              6.106e-05,              6.106e-05
                    120,                0.78399,                 1.8054,                 1.0518,                  1.121,                0.86237,                 0.8225,                0.86076,                 0.7239,                0.86359,                0.82666,                 0.8611,                0.69738,                0.62102,                  1.095,                 0.7043,                0.99395,              6.073e-05,              6.073e-05,              6.073e-05
                    121,                 0.7881,                 1.8126,                 1.0559,                 1.1237,                0.86091,                0.82231,                0.86072,                 0.7239,                  0.863,                0.82619,                 0.8611,                0.69696,                0.62172,                  1.096,                 0.7045,                 0.9944,               6.04e-05,               6.04e-05,               6.04e-05
                    122,                0.78292,                  1.804,                 1.0499,                 1.1197,                0.85898,                0.82308,                0.86088,                0.72424,                0.86224,                0.82647,                0.86084,                  0.697,                0.62223,                 1.0969,                0.70448,                0.99482,              6.007e-05,              6.007e-05,              6.007e-05
                    123,                0.78548,                 1.8043,                 1.0518,                 1.1221,                0.85998,                0.82369,                0.86104,                0.72427,                 0.8626,                0.82695,                0.86081,                0.69681,                0.62177,                 1.0962,                0.70423,                0.99454,              5.974e-05,              5.974e-05,              5.974e-05
                    124,                0.78754,                 1.8167,                 1.0555,                  1.123,                0.86041,                0.82357,                0.86123,                0.72446,                0.86246,                0.82756,                0.86076,                0.69695,                0.62175,                 1.0967,                0.70407,                0.99459,              5.941e-05,              5.941e-05,              5.941e-05
                    125,                0.78367,                 1.8032,                 1.0456,                 1.1208,                0.85872,                0.82506,                0.86134,                0.72452,                0.86199,                0.82892,                0.86093,                0.69742,                0.62121,                  1.096,                0.70316,                0.99444,              5.908e-05,              5.908e-05,              5.908e-05
                    126,                0.78062,                 1.7917,                 1.0427,                 1.1185,                   0.86,                0.82415,                0.86156,                0.72469,                0.86287,                0.82813,                 0.8611,                0.69744,                0.62106,                 1.0955,                0.70254,                0.99451,              5.875e-05,              5.875e-05,              5.875e-05
                    127,                0.77983,                 1.7967,                 1.0418,                 1.1196,                0.85961,                0.82518,                0.86159,                0.72469,                0.86206,                0.82929,                0.86139,                0.69748,                0.62105,                 1.0961,                0.70218,                0.99461,              5.842e-05,              5.842e-05,              5.842e-05
                    128,                0.77846,                  1.793,                  1.042,                 1.1187,                0.85896,                0.82551,                0.86142,                0.72515,                  0.862,                0.82915,                0.86134,                0.69756,                0.62132,                 1.0967,                0.70196,                0.99476,              5.809e-05,              5.809e-05,              5.809e-05
                    129,                0.78103,                 1.8005,                 1.0417,                 1.1192,                0.85773,                0.82631,                 0.8615,                0.72487,                0.86041,                0.83014,                0.86103,                0.69703,                0.62195,                 1.0979,                0.70281,                0.99517,              5.776e-05,              5.776e-05,              5.776e-05
                    130,                0.78499,                 1.8011,                 1.0428,                 1.1218,                0.85872,                0.82563,                0.86147,                0.72535,                0.86112,                0.82969,                0.86094,                0.69698,                0.62201,                 1.0988,                0.70236,                0.99541,              5.743e-05,              5.743e-05,              5.743e-05
                    131,                0.78418,                 1.8109,                 1.0502,                 1.1228,                0.85923,                0.82536,                0.86143,                0.72506,                0.86178,                0.82907,                0.86085,                0.69688,                0.62205,                 1.0987,                0.70208,                0.99543,               5.71e-05,               5.71e-05,               5.71e-05
                    132,                0.78017,                 1.7952,                 1.0387,                 1.1187,                0.85898,                0.82512,                0.86156,                0.72527,                0.86182,                0.82869,                 0.8611,                0.69688,                0.62206,                  1.099,                0.70219,                0.99556,              5.677e-05,              5.677e-05,              5.677e-05
                    133,                0.77442,                 1.7785,                 1.0318,                 1.1161,                0.85845,                0.82497,                0.86144,                0.72493,                0.86113,                0.82798,                0.86056,                0.69629,                0.62239,                 1.0998,                0.70262,                0.99586,              5.644e-05,              5.644e-05,              5.644e-05
                    134,                0.78197,                  1.795,                 1.0377,                   1.12,                0.85641,                0.82482,                 0.8615,                 0.7251,                0.85949,                0.82855,                0.86087,                0.69648,                 0.6224,                 1.1008,                0.70313,                0.99586,              5.611e-05,              5.611e-05,              5.611e-05
                    135,                 0.7778,                 1.7911,                 1.0315,                 1.1171,                0.85583,                0.82519,                0.86159,                0.72533,                0.85839,                0.82872,                 0.8609,                0.69632,                0.62217,                 1.1004,                0.70279,                0.99584,              5.578e-05,              5.578e-05,              5.578e-05
                    136,                0.77759,                 1.7947,                 1.0333,                 1.1158,                0.85543,                 0.8258,                0.86136,                 0.7252,                  0.858,                0.82935,                0.86088,                0.69663,                0.62207,                 1.0998,                0.70234,                0.99587,              5.545e-05,              5.545e-05,              5.545e-05
                    137,                0.77903,                 1.7843,                 1.0282,                 1.1184,                0.85635,                0.82497,                0.86149,                0.72526,                0.85808,                0.82887,                0.86092,                0.69637,                0.62251,                 1.1004,                0.70293,                0.99616,              5.512e-05,              5.512e-05,              5.512e-05
                    138,                0.77659,                 1.7862,                 1.0294,                 1.1162,                0.85832,                0.82438,                0.86156,                0.72522,                0.85981,                0.82836,                0.86102,                0.69647,                0.62236,                 1.1015,                0.70261,                0.99603,              5.479e-05,              5.479e-05,              5.479e-05
                    139,                0.77584,                 1.7898,                 1.0324,                 1.1163,                0.85902,                0.82351,                0.86132,                0.72518,                0.86155,                0.82761,                0.86102,                0.69616,                0.62314,                 1.1022,                0.70341,                0.99661,              5.446e-05,              5.446e-05,              5.446e-05
                    140,                0.77785,                 1.7879,                 1.0277,                 1.1161,                0.85782,                0.82479,                0.86126,                0.72458,                0.86058,                0.82896,                0.86088,                0.69624,                0.62365,                 1.1027,                0.70343,                0.99703,              5.413e-05,              5.413e-05,              5.413e-05
                    141,                0.77396,                 1.7815,                 1.0264,                 1.1156,                0.85858,                0.82542,                0.86129,                0.72469,                0.86112,                0.83014,                0.86127,                0.69648,                0.62146,                 1.1016,                0.70232,                0.99474,               5.38e-05,               5.38e-05,               5.38e-05
                    142,                0.77161,                 1.7807,                 1.0203,                 1.1142,                0.85898,                0.82514,                 0.8612,                0.72455,                0.86016,                 0.8309,                0.86111,                0.69619,                0.62187,                 1.1015,                0.70197,                 0.9951,              5.347e-05,              5.347e-05,              5.347e-05
                    143,                0.77575,                 1.7833,                 1.0259,                 1.1147,                0.85792,                0.82595,                0.86155,                0.72463,                0.86036,                0.83023,                0.86087,                0.69616,                0.62173,                 1.1008,                0.70188,                 0.9951,              5.314e-05,              5.314e-05,              5.314e-05
                    144,                0.77684,                 1.7912,                 1.0265,                  1.116,                0.85816,                 0.8261,                 0.8613,                0.72488,                0.86103,                0.83057,                0.86117,                0.69669,                0.62116,                 1.1001,                0.70135,                0.99467,              5.281e-05,              5.281e-05,              5.281e-05
                    145,                0.77409,                 1.7768,                 1.0243,                 1.1152,                0.85763,                 0.8247,                0.86104,                0.72428,                0.86103,                0.82878,                 0.8606,                0.69561,                 0.6226,                 1.1029,                0.70338,                0.99578,              5.248e-05,              5.248e-05,              5.248e-05
                    146,                0.77106,                 1.7746,                  1.018,                 1.1136,                0.85812,                0.82447,                0.86102,                0.72449,                0.86064,                0.82895,                0.86038,                0.69572,                0.62244,                 1.1028,                0.70315,                 0.9957,              5.215e-05,              5.215e-05,              5.215e-05
                    147,                0.77343,                 1.7826,                 1.0197,                 1.1134,                0.85715,                0.82568,                 0.8614,                0.72522,                0.85881,                0.83026,                 0.8605,                0.69584,                0.62178,                 1.1022,                0.70161,                0.99527,              5.182e-05,              5.182e-05,              5.182e-05
                    148,                0.77352,                 1.7791,                 1.0175,                 1.1145,                0.85585,                0.82574,                0.86129,                0.72473,                0.85749,                0.83009,                0.86029,                0.69564,                 0.6219,                 1.1029,                0.70222,                0.99531,              5.149e-05,              5.149e-05,              5.149e-05
