                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.77241,                 1.7635,                 1.0083,                 1.1186,                0.85757,                0.83794,                0.86246,                0.72615,                0.86111,                0.84085,                0.86061,                0.69923,                0.61694,                 1.1113,                0.69247,                 0.9991,                6.7e-05,                6.7e-05,                6.7e-05
                    102,                0.77453,                 1.7654,                 1.0128,                 1.1211,                0.85771,                0.83734,                0.86221,                0.72536,                0.86183,                0.84071,                 0.8603,                0.69883,                0.61685,                 1.1126,                0.69273,                0.99894,              6.667e-05,              6.667e-05,              6.667e-05
                    103,                0.77102,                 1.7664,                 1.0071,                 1.1193,                0.85749,                0.83659,                0.86218,                0.72548,                0.86168,                 0.8399,                0.86012,                0.69874,                 0.6168,                 1.1138,                0.69331,                 0.9989,              6.634e-05,              6.634e-05,              6.634e-05
                    104,                0.77127,                 1.7634,                 1.0089,                 1.1178,                 0.8577,                0.83553,                 0.8621,                 0.7254,                0.86227,                0.83888,                0.85999,                0.69865,                0.61696,                 1.1156,                0.69362,                0.99907,              6.601e-05,              6.601e-05,              6.601e-05
                    105,                0.77201,                 1.7617,                 1.0071,                 1.1193,                0.85634,                 0.8362,                0.86235,                0.72566,                0.86106,                0.83868,                0.86023,                 0.6987,                0.61763,                 1.1163,                0.69351,                0.99962,              6.568e-05,              6.568e-05,              6.568e-05
                    106,                 0.7683,                 1.7567,                 1.0037,                 1.1171,                 0.8567,                0.83535,                0.86226,                0.72577,                0.86114,                0.83848,                0.86022,                0.69846,                0.61824,                 1.1165,                0.69355,                      1,              6.535e-05,              6.535e-05,              6.535e-05
                    107,                0.76586,                 1.7472,                 1.0013,                 1.1147,                0.85634,                0.83519,                0.86235,                0.72602,                0.86107,                0.83864,                 0.8604,                0.69886,                0.61773,                 1.1153,                0.69298,                0.99964,              6.502e-05,              6.502e-05,              6.502e-05
                    108,                 0.7623,                 1.7397,                0.99091,                 1.1123,                0.85586,                 0.8361,                0.86244,                0.72617,                0.86135,                0.83844,                0.86058,                0.69901,                0.61783,                 1.1158,                0.69275,                0.99987,              6.469e-05,              6.469e-05,              6.469e-05
                    109,                0.76838,                 1.7611,                  1.001,                 1.1165,                0.85584,                 0.8355,                0.86234,                 0.7261,                0.85973,                0.83956,                0.86049,                0.69883,                0.61801,                 1.1159,                0.69266,                 1.0001,              6.436e-05,              6.436e-05,              6.436e-05
                    110,                 0.7671,                 1.7518,                0.99826,                 1.1175,                 0.8552,                0.83571,                0.86245,                0.72637,                 0.8592,                0.83942,                0.86081,                 0.6989,                0.61789,                 1.1153,                0.69237,                 1.0001,              6.403e-05,              6.403e-05,              6.403e-05
                    111,                 0.7659,                 1.7499,                0.99358,                 1.1139,                0.85407,                0.83624,                0.86261,                0.72658,                0.85803,                0.83959,                0.86092,                0.69901,                0.61775,                 1.1143,                0.69199,                0.99991,               6.37e-05,               6.37e-05,               6.37e-05
