                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.78131,                 1.7865,                 1.0328,                 1.1242,                0.84534,                0.84897,                0.86313,                 0.7256,                0.84864,                0.84905,                0.86107,                 0.6992,                0.61772,                 1.1106,                 0.6988,                0.99964,               7.36e-05,               7.36e-05,               7.36e-05
                     82,                0.78021,                 1.7804,                 1.0332,                 1.1247,                0.84378,                0.84998,                0.86312,                0.72558,                0.85084,                0.84767,                0.86069,                0.69909,                0.61762,                   1.11,                0.69761,                0.99944,              7.327e-05,              7.327e-05,              7.327e-05
                     83,                0.77859,                 1.7847,                 1.0302,                  1.124,                0.84324,                0.85033,                0.86322,                0.72579,                0.84768,                0.84921,                0.86088,                0.69951,                0.61759,                 1.1106,                0.69719,                0.99976,              7.294e-05,              7.294e-05,              7.294e-05
                     84,                0.78095,                 1.7797,                 1.0311,                 1.1238,                0.84582,                0.84813,                0.86341,                0.72602,                0.84963,                0.84754,                0.86095,                0.69949,                0.61766,                 1.1103,                0.69658,                0.99993,              7.261e-05,              7.261e-05,              7.261e-05
                     85,                0.77895,                 1.7765,                   1.03,                 1.1219,                0.84403,                0.84853,                0.86332,                0.72579,                0.84806,                0.84864,                0.86085,                0.69947,                0.61764,                 1.1095,                0.69611,                0.99965,              7.228e-05,              7.228e-05,              7.228e-05
                     86,                 0.7787,                 1.7743,                 1.0302,                 1.1234,                0.84624,                0.84693,                0.86359,                0.72578,                0.85281,                0.84438,                0.86085,                0.69988,                0.61734,                 1.1098,                0.69567,                0.99963,              7.195e-05,              7.195e-05,              7.195e-05
                     87,                0.77772,                 1.7801,                 1.0264,                 1.1234,                0.84489,                0.84802,                 0.8636,                0.72631,                0.84844,                0.84774,                0.86088,                0.69976,                0.61684,                 1.1091,                0.69517,                0.99923,              7.162e-05,              7.162e-05,              7.162e-05
                     88,                0.77792,                 1.7697,                 1.0244,                 1.1222,                0.84521,                0.84792,                0.86363,                0.72633,                0.84768,                0.84763,                0.86076,                0.70002,                0.61696,                 1.1081,                0.69478,                0.99933,              7.129e-05,              7.129e-05,              7.129e-05
                     89,                0.77811,                 1.7735,                  1.024,                 1.1219,                0.84515,                0.84851,                0.86397,                0.72667,                0.85973,                0.83836,                0.86126,                0.70019,                0.61674,                 1.1091,                0.69461,                0.99946,              7.096e-05,              7.096e-05,              7.096e-05
                     90,                0.77434,                 1.7752,                 1.0225,                 1.1218,                0.84604,                0.84752,                0.86357,                 0.7266,                0.86036,                 0.8377,                0.86107,                0.70023,                0.61645,                  1.109,                0.69433,                0.99932,              7.063e-05,              7.063e-05,              7.063e-05
                     91,                0.78073,                 1.7858,                 1.0277,                 1.1251,                0.84668,                 0.8472,                0.86361,                0.72695,                0.85994,                0.83766,                0.86105,                 0.7002,                 0.6165,                 1.1095,                 0.6942,                0.99939,               7.03e-05,               7.03e-05,               7.03e-05
                     92,                0.77338,                 1.7683,                  1.017,                   1.12,                0.84825,                0.84739,                0.86359,                0.72662,                 0.8602,                0.83799,                0.86105,                0.70047,                0.61644,                 1.1098,                0.69414,                 0.9994,              6.997e-05,              6.997e-05,              6.997e-05
                     93,                0.77152,                 1.7604,                 1.0155,                  1.119,                0.84682,                0.84853,                0.86336,                0.72631,                0.86009,                0.83856,                0.86116,                0.70014,                0.61635,                 1.1092,                0.69377,                0.99898,              6.964e-05,              6.964e-05,              6.964e-05
                     94,                0.77658,                 1.7753,                 1.0191,                 1.1204,                 0.8459,                0.84955,                0.86366,                0.72638,                0.85968,                0.83831,                0.86134,                0.70016,                0.61638,                  1.109,                0.69307,                0.99901,              6.931e-05,              6.931e-05,              6.931e-05
                     95,                0.76903,                 1.7547,                 1.0097,                 1.1176,                0.84699,                 0.8486,                0.86315,                0.72642,                0.85955,                0.83908,                0.86114,                0.69988,                0.61657,                 1.1088,                0.69304,                0.99906,              6.898e-05,              6.898e-05,              6.898e-05
                     96,                0.77328,                 1.7642,                 1.0171,                 1.1208,                0.84943,                0.84616,                0.86273,                0.72641,                0.85978,                0.83964,                0.86089,                0.69965,                0.61659,                 1.1089,                 0.6925,                0.99916,              6.865e-05,              6.865e-05,              6.865e-05
                     97,                0.76968,                 1.7659,                 1.0139,                 1.1193,                 0.8514,                0.84538,                0.86268,                0.72625,                0.86108,                0.83937,                0.86083,                0.69971,                 0.6168,                  1.109,                0.69245,                 0.9992,              6.832e-05,              6.832e-05,              6.832e-05
                     98,                0.76953,                 1.7585,                 1.0069,                 1.1187,                0.85653,                0.83961,                0.86261,                0.72634,                0.86192,                0.83938,                 0.8609,                0.69958,                0.61686,                 1.1093,                0.69211,                0.99913,              6.799e-05,              6.799e-05,              6.799e-05
                     99,                0.77109,                 1.7523,                 1.0086,                 1.1173,                0.85762,                 0.8379,                0.86206,                0.72598,                0.86125,                0.83973,                0.86031,                0.69908,                0.61699,                 1.1103,                0.69198,                0.99902,              6.766e-05,              6.766e-05,              6.766e-05
                    100,                0.77284,                 1.7649,                 1.0101,                 1.1196,                0.85676,                0.83806,                0.86225,                  0.726,                0.86144,                0.83973,                0.86048,                 0.6991,                0.61698,                 1.1104,                0.69211,                0.99908,              6.733e-05,              6.733e-05,              6.733e-05
